"","X","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","contrast","Direction","gene","celltype","Expression","combined_score"
"1","47660",189.071972024387,-0.174831792008963,0.0479277260528743,-3.64782155147705,0.000264473215951344,0.023996536460652,"CMV","HigherInNegative","KLRD1","Adaptive NK cell","Down-regulated",0.283201529631894
"2","47666",39.1871615255318,-0.243905046346268,0.0703815812238574,-3.46546698873528,0.000529311503353945,0.0423760562391011,"CMV","HigherInNegative","ANXA6","Adaptive NK cell","Down-regulated",0.334852229221843
"3","47673",22.5505042190284,-0.267602990700599,0.0791398997857965,-3.3813915790253,0.000721196875141615,0.0478431129749023,"CMV","HigherInNegative","SH3BP5","Adaptive NK cell","Down-regulated",0.353284268839678
"4","47652",276.06692552982,-0.175733276423566,0.0445737312190133,-3.94253008706181,8.06265319455443e-05,0.00889724675496372,"CMV","HigherInNegative","GZMA","Adaptive NK cell","Down-regulated",0.360384026299011
"5","47675",31.113859008959,-0.277716537798547,0.0821797154404773,-3.37938062099639,0.00072649351076266,0.0478431129749023,"CMV","HigherInNegative","CTSD","Adaptive NK cell","Down-regulated",0.366635977213789
"6","454143",1255.75038924902,-0.118526547745378,0.028872868110676,-4.10511859407383,4.0410751138276e-05,0.0356826932550977,"CMV","HigherInNegative","NAP1L1","GZMB- CD27+ EM CD4 T cell","Down-regulated",0.171572200236519
"7","454142",296.67903329314,-0.120654464521546,0.0290748178099749,-4.14979262501697,3.32776620263545e-05,0.0356826932550977,"CMV","HigherInNegative","SMAP1","GZMB- CD27+ EM CD4 T cell","Down-regulated",0.174652449937131
"8","454144",163.855281086947,-0.149593777898716,0.0359772256690179,-4.15801316296437,3.21027530010736e-05,0.0356826932550977,"CMV","HigherInNegative","NSMCE1","GZMB- CD27+ EM CD4 T cell","Down-regulated",0.216543332308239
"9","482288",86.0151214516699,-0.46583848432291,0.108797642645812,-4.28169648711449,1.85473848510904e-05,0.013653966481211,"CMV","HigherInNegative","PASK","GZMK+ CD27+ EM CD8 T cell","Down-regulated",0.868668199179545
"10","482283",532.265835151738,-0.326475657934574,0.0587293817697638,-5.55898339291997,2.71350512133783e-08,0.000119855521209492,"CMV","HigherInNegative","CD27","GZMK+ CD27+ EM CD8 T cell","Down-regulated",1.28022269479699
"11","794795",16.298205693775,-0.360166482520265,0.0800871090841396,-4.4971842115299,6.88593249731719e-06,0.0341197955242067,"CMV","HigherInNegative","PSMA4","KLRB1+ memory CD4 Treg","Down-regulated",0.52836191764994
"12","830694",34.5822228621007,-0.278633015581678,0.0751004536547023,-3.71013758269398,0.000207146642601929,0.0449508214446185,"CMV","HigherInNegative","APLP2","KLRF1+ GZMB+ CD27- EM CD8 T cell","Down-regulated",0.375391776217373
"13","830689",236.796342287119,-0.273091701443215,0.0680749228154398,-4.01163438970917,6.02998349344282e-05,0.0167198042309851,"CMV","HigherInNegative","PLAC8","KLRF1+ GZMB+ CD27- EM CD8 T cell","Down-regulated",0.485220817923636
"14","830692",19.5061809367305,-0.353030282097353,0.0941014387476194,-3.75159282148897,0.00017571467485904,0.0398632701009759,"CMV","HigherInNegative","GCHFR","KLRF1+ GZMB+ CD27- EM CD8 T cell","Down-regulated",0.494040136023553
"15","830687",70.1996465447764,-0.284655768134306,0.0696229995212466,-4.08853065928938,4.3411417786865e-05,0.0135955184093386,"CMV","HigherInNegative","CD84","KLRF1+ GZMB+ CD27- EM CD8 T cell","Down-regulated",0.531339660244877
"16","830690",44.5752302290151,-0.327170454093185,0.0831716056571491,-3.93367966757611,8.36552550812687e-05,0.0219749146374006,"CMV","HigherInNegative","CRTAM","KLRF1+ GZMB+ CD27- EM CD8 T cell","Down-regulated",0.542472431971443
"17","858311",281.595134630117,-0.102219805774746,0.0293263496347406,-3.48559595885247,0.000491042068807083,0.0403025094209587,"CMV","HigherInNegative","UBE2D2","KLRF1- GZMB+ CD27- EM CD8 T cell","Down-regulated",0.142562683067581
"18","858313",170.887745163174,-0.121323089843716,0.0354199759803771,-3.42527306938124,0.000614181778162469,0.0487418155796784,"CMV","HigherInNegative","PPM1G","KLRF1- GZMB+ CD27- EM CD8 T cell","Down-regulated",0.159187819674128
"19","858309",64.036159251533,-0.159690110365471,0.0453808603484338,-3.51888679807681,0.000433361578271478,0.0369631934408025,"CMV","HigherInNegative","TXNDC9","KLRF1- GZMB+ CD27- EM CD8 T cell","Down-regulated",0.228713048991935
"20","858303",94.1405059458578,-0.148179634607361,0.0407223393891132,-3.63878001191099,0.00027393267222967,0.0264801583155347,"CMV","HigherInNegative","CMTM6","KLRF1- GZMB+ CD27- EM CD8 T cell","Down-regulated",0.233691052607055
"21","858304",1274.83712095121,-0.152944304474417,0.0423788491041659,-3.60897730135343,0.00030740650285578,0.0290699627700574,"CMV","HigherInNegative","CD3D","KLRF1- GZMB+ CD27- EM CD8 T cell","Down-regulated",0.235007415970388
"22","871503",25.795780376021,-0.425860198934689,0.0975321641257304,-4.36635650148914,1.26336220321356e-05,0.0152226703052222,"CMV","HigherInNegative","GYPC","KLRF1- GZMB+ CD27- memory CD4 T cell","Down-regulated",0.774004811817695
"23","871505",9.96074655164805,-0.533791123757368,0.123871880687483,-4.30921949997732,1.63831704099477e-05,0.0152226703052222,"CMV","HigherInNegative","CHCHD10","KLRF1- GZMB+ CD27- memory CD4 T cell","Down-regulated",0.970170256171651
"24","871504",8.06327993472008,-0.617404218754118,0.144360204495302,-4.27683114548519,1.89572482007749e-05,0.0152226703052222,"CMV","HigherInNegative","RPN1","KLRF1- GZMB+ CD27- memory CD4 T cell","Down-regulated",1.12213782210138
"25","871501",5.32750332820966,-0.87801204785496,0.185052163371143,-4.74467324164164,2.08843178823389e-06,0.00419252681487953,"CMV","HigherInNegative","TNFSF10","KLRF1- GZMB+ CD27- memory CD4 T cell","Down-regulated",2.08749484866131
"26","871506",11.0798435023337,-1.59067293875871,0.380362240824579,-4.18199486707809,2.88962495137779e-05,0.0193364069663031,"CMV","HigherInNegative","TYROBP","KLRF1- GZMB+ CD27- memory CD4 T cell","Down-regulated",2.72581567724294
"27","885112",13.8183512780922,-1.01743165504597,0.230664255327388,-4.41087698482759,1.02952797165241e-05,0.0235864858305567,"CMV","HigherInNegative","CD74","KLRF1- effector Vd1 gdT","Down-regulated",1.65570393322486
"28","885113",3.14753416368459,-1.76893823500353,0.415492003998396,-4.25745433842418,2.06767874357799e-05,0.0315803466769145,"CMV","HigherInNegative","COTL1","KLRF1- effector Vd1 gdT","Down-regulated",2.65443883238983
"29","885111",2.17819354155029,-1.58614963049154,0.287930214397494,-5.50879883797756,3.61290486025367e-08,0.000165543300696823,"CMV","HigherInNegative","TDP2","KLRF1- effector Vd1 gdT","Down-regulated",5.99737195239988
"30","1003726",413.017692931074,-0.168408560718682,0.0427955668546673,-3.93518705548622,8.31319231502573e-05,0.0269875851542293,"CMV","HigherInNegative","HMGN2","Proliferating T cell","Down-regulated",0.264205408439144
"31","1003729",71.6823380911969,-0.396700219283834,0.104050952425011,-3.81255731003263,0.000137536324627984,0.0359199034486751,"CMV","HigherInNegative","SELL","Proliferating T cell","Down-regulated",0.573098858569764
"32","1003733",4.06216728431372,-0.607175358906148,0.161794916109386,-3.75274683226542,0.00017490747262831,0.0442064531626712,"CMV","HigherInNegative","ETV6","Proliferating T cell","Down-regulated",0.822427723642517
"33","1003722",11.2324869813319,-0.422913702284833,0.100789394996903,-4.19601389905978,2.71653583455882e-05,0.0106420291318842,"CMV","HigherInNegative","DDX42","Proliferating T cell","Down-regulated",0.83439839714053
"34","1003730",9.68515874061833,-0.661020738123315,0.173277086490419,-3.81481909415568,0.000136282734046635,0.0359199034486751,"CMV","HigherInNegative","CAPG","Proliferating T cell","Down-regulated",0.954953418461224
"35","1114957",15.5923929346139,-1.19697708527223,0.263974852706989,-4.53443603812092,5.77576009034227e-06,0.0396794718206514,"CMV","HigherInNegative","MTRNR2L8","pDC","Down-regulated",1.67748452509176
"36","47669",652.478170258336,0.112232655103034,0.0327405759339128,3.42793771647686,0.000608184975295332,0.0459855417431637,"CMV","HigherInPositive","RPL30","Adaptive NK cell","Up-regulated",0.150097561576084
"37","47661",527.123330433526,0.102732208035612,0.0284612237300968,3.60954992694064,0.000306728735395534,0.027225509274347,"CMV","HigherInPositive","RPL11","Adaptive NK cell","Up-regulated",0.160778369883045
"38","47668",547.062835503722,0.119971764232937,0.0348130296242402,3.44617419190088,0.000568583725554355,0.0438024028573289,"CMV","HigherInPositive","RPL32","Adaptive NK cell","Up-regulated",0.162981889435334
"39","47672",642.5260894088,0.136655042199283,0.0400622518269559,3.4110674255044,0.000647090876972563,0.0466697199981314,"CMV","HigherInPositive","RPL28","Adaptive NK cell","Up-regulated",0.181883051554885
"40","47676",41.7020692965047,0.205839108325626,0.0608081359409749,3.38505867907922,0.000711630399976954,0.0478431129749023,"CMV","HigherInPositive","DDX24","Adaptive NK cell","Up-regulated",0.271744791390582
"41","454141",87.295451017116,0.260989388815234,0.0608317867115271,4.2903456058735,1.78395275091965e-05,0.0356826932550977,"CMV","HigherInPositive","AGTRAP","GZMB- CD27+ EM CD4 T cell","Up-regulated",0.377793199322808
"42","454145",83.1981905042386,0.262661229785078,0.0634343686063694,4.140676979304,3.46282316129068e-05,0.0356826932550977,"CMV","HigherInPositive","CD300A","GZMB- CD27+ EM CD4 T cell","Up-regulated",0.380213259968275
"43","454146",181.822173392935,0.452418564158209,0.111932683512794,4.04188079799316,5.30241869426887e-05,0.0390169642253284,"CMV","HigherInPositive","HLA-DPB1","GZMB- CD27+ EM CD4 T cell","Up-regulated",0.63734307991084
"44","482285",63.1177419714089,0.26390114421809,0.0573376166318744,4.60258308105861,4.17283019712733e-06,0.00464001562246577,"CMV","HigherInPositive","SAP30","GZMK+ CD27+ EM CD8 T cell","Up-regulated",0.615808189060188
"45","482289",67.8355896992135,0.381511341671921,0.090667814031764,4.20779243159281,2.57877571847512e-05,0.016272074783578,"CMV","HigherInPositive","S1PR5","GZMK+ CD27+ EM CD8 T cell","Up-regulated",0.682354806851119
"46","482287",61.7590938986929,0.44301264270509,0.0972704287878539,4.55444319744182,5.25245146305838e-06,0.00464001562246577,"CMV","HigherInPositive","MXRA7","GZMK+ CD27+ EM CD8 T cell","Up-regulated",1.03376138835357
"47","482284",737.160388817717,0.547639246539362,0.112321073512898,4.87565894281162,1.08445836169091e-06,0.00239502629179438,"CMV","HigherInPositive","KLRD1","GZMK+ CD27+ EM CD8 T cell","Up-regulated",1.43519254076315
"48","482286",91.9910817485363,0.710387276282349,0.154981864467546,4.58368002425926,4.56863188977854e-06,0.00464001562246577,"CMV","HigherInPositive","LINC02446","GZMK+ CD27+ EM CD8 T cell","Up-regulated",1.65767489729908
"49","813711",6.32954050624156,0.684915061379734,0.158732066948653,4.31491301377239,1.59665761030372e-05,0.011730295834172,"CMV","HigherInPositive","EFHD2","KLRB1+ memory CD8 Treg","Up-regulated",1.32235936873103
